	x		j1(2x)	j1'(2x) analyt.	j1'(2x) finite	j1''(2x) analyt.	j1''(2x) finite
      2.22	     -0.21	     -0.57	     -0.57	      1.07	      1.07
      2.23	     -0.22	     -0.56	     -0.55	      1.09	      1.09
      2.24	     -0.23	     -0.55	     -0.54	      1.10	      1.10
      2.25	     -0.23	     -0.54	     -0.53	      1.12	      1.12
      2.26	     -0.24	     -0.53	     -0.52	      1.13	      1.13
      2.27	     -0.24	     -0.52	     -0.51	      1.15	      1.15
      2.28	     -0.25	     -0.50	     -0.50	      1.16	      1.16
      2.29	     -0.25	     -0.49	     -0.49	      1.17	      1.17
      2.30	     -0.26	     -0.48	     -0.47	      1.19	      1.19
      2.31	     -0.26	     -0.47	     -0.46	      1.20	      1.20
      2.32	     -0.27	     -0.46	     -0.45	      1.21	      1.21
      2.33	     -0.27	     -0.44	     -0.44	      1.22	      1.22
      2.34	     -0.27	     -0.43	     -0.43	      1.23	      1.23
      2.35	     -0.28	     -0.42	     -0.41	      1.24	      1.24
      2.36	     -0.28	     -0.41	     -0.40	      1.25	      1.25
      2.37	     -0.29	     -0.39	     -0.39	      1.26	      1.26
      2.38	     -0.29	     -0.38	     -0.38	      1.27	      1.27
      2.39	     -0.29	     -0.37	     -0.36	      1.28	      1.28
      2.40	     -0.30	     -0.36	     -0.35	      1.29	      1.29
      2.41	     -0.30	     -0.34	     -0.34	      1.30	      1.30
      2.42	     -0.31	     -0.33	     -0.32	      1.31	      1.31
      2.43	     -0.31	     -0.32	     -0.31	      1.31	      1.31
      2.44	     -0.31	     -0.30	     -0.30	      1.32	      1.32
      2.45	     -0.31	     -0.29	     -0.28	      1.33	      1.33
      2.46	     -0.32	     -0.28	     -0.27	      1.33	      1.33
      2.47	     -0.32	     -0.26	     -0.26	      1.34	      1.34
      2.48	     -0.32	     -0.25	     -0.24	      1.34	      1.34
      2.49	     -0.33	     -0.24	     -0.23	      1.34	      1.34
      2.50	     -0.33	     -0.22	     -0.22	      1.35	      1.35
      2.51	     -0.33	     -0.21	     -0.20	      1.35	      1.35
      2.52	     -0.33	     -0.20	     -0.19	      1.35	      1.35
      2.53	     -0.33	     -0.18	     -0.18	      1.36	      1.36
      2.54	     -0.34	     -0.17	     -0.16	      1.36	      1.36
      2.55	     -0.34	     -0.16	     -0.15	      1.36	      1.36
      2.56	     -0.34	     -0.14	     -0.14	      1.36	      1.36
      2.57	     -0.34	     -0.13	     -0.12	      1.36	      1.36
      2.58	     -0.34	     -0.12	     -0.11	      1.36	      1.36
      2.59	     -0.34	     -0.10	     -0.10	      1.36	      1.36
      2.60	     -0.34	     -0.09	     -0.08	      1.36	      1.36
      2.61	     -0.34	     -0.08	     -0.07	      1.35	      1.35
      2.62	     -0.34	     -0.06	     -0.05	      1.35	      1.35
      2.63	     -0.35	     -0.05	     -0.04	      1.35	      1.35
      2.64	     -0.35	     -0.03	     -0.03	      1.35	      1.35
      2.65	     -0.35	     -0.02	     -0.01	      1.34	      1.34
      2.66	     -0.35	     -0.01	     -0.00	      1.34	      1.34
      2.67	     -0.35	      0.01	      0.01	      1.33	      1.33
      2.68	     -0.35	      0.02	      0.03	      1.33	      1.33
      2.69	     -0.35	      0.03	      0.04	      1.32	      1.32
      2.70	     -0.35	      0.05	      0.05	      1.32	      1.32
      2.71	     -0.34	      0.06	      0.07	      1.31	      1.31
      2.72	     -0.34	      0.07	      0.08	      1.30	      1.30
      2.73	     -0.34	      0.08	      0.09	      1.30	      1.30
      2.74	     -0.34	      0.10	      0.10	      1.29	      1.29
      2.75	     -0.34	      0.11	      0.12	      1.28	      1.28
      2.76	     -0.34	      0.12	      0.13	      1.27	      1.27
      2.77	     -0.34	      0.14	      0.14	      1.26	      1.26
      2.78	     -0.34	      0.15	      0.15	      1.25	      1.25
      2.79	     -0.34	      0.16	      0.17	      1.24	      1.24
      2.80	     -0.33	      0.17	      0.18	      1.23	      1.23
      2.81	     -0.33	      0.19	      0.19	      1.22	      1.22
      2.82	     -0.33	      0.20	      0.20	      1.21	      1.21
      2.83	     -0.33	      0.21	      0.22	      1.20	      1.20
      2.84	     -0.33	      0.22	      0.23	      1.19	      1.19
      2.85	     -0.32	      0.23	      0.24	      1.17	      1.17
      2.86	     -0.32	      0.25	      0.25	      1.16	      1.16
      2.87	     -0.32	      0.26	      0.26	      1.15	      1.15
      2.88	     -0.32	      0.27	      0.27	      1.14	      1.14
      2.89	     -0.31	      0.28	      0.29	      1.12	      1.12
      2.90	     -0.31	      0.29	      0.30	      1.11	      1.11
      2.91	     -0.31	      0.30	      0.31	      1.09	      1.09
      2.92	     -0.30	      0.31	      0.32	      1.08	      1.08
      2.93	     -0.30	      0.32	      0.33	      1.06	      1.06
      2.94	     -0.30	      0.33	      0.34	      1.05	      1.05
      2.95	     -0.30	      0.34	      0.35	      1.03	      1.03
      2.96	     -0.29	      0.35	      0.36	      1.01	      1.01
      2.97	     -0.29	      0.36	      0.37	      1.00	      1.00
      2.98	     -0.28	      0.37	      0.38	      0.98	      0.98
      2.99	     -0.28	      0.38	      0.39	      0.96	      0.96
      3.00	     -0.28	      0.39	      0.40	      0.94	      0.94
      3.01	     -0.27	      0.40	      0.41	      0.93	      0.93
      3.02	     -0.27	      0.41	      0.42	      0.91	      0.91
      3.03	     -0.26	      0.42	      0.43	      0.89	      0.89
      3.04	     -0.26	      0.43	      0.43	      0.87	      0.87
      3.05	     -0.26	      0.44	      0.44	      0.85	      0.85
      3.06	     -0.25	      0.45	      0.45	      0.83	      0.83
      3.07	     -0.25	      0.46	      0.46	      0.81	      0.81
      3.08	     -0.24	      0.46	      0.47	      0.79	      0.79
      3.09	     -0.24	      0.47	      0.47	      0.77	      0.77
      3.10	     -0.23	      0.48	      0.48	      0.75	      0.75
      3.11	     -0.23	      0.49	      0.49	      0.73	      0.73
      3.12	     -0.22	      0.49	      0.50	      0.71	      0.71
      3.13	     -0.22	      0.50	      0.50	      0.69	      0.69
      3.14	     -0.21	      0.51	      0.51	      0.67	      0.67
      3.15	     -0.21	      0.51	      0.52	      0.65	      0.65
      3.16	     -0.20	      0.52	      0.52	      0.63	      0.63
      3.17	     -0.20	      0.53	      0.53	      0.61	      0.61
      3.18	     -0.19	      0.53	      0.54	      0.58	      0.58
      3.19	     -0.19	      0.54	      0.54	      0.56	      0.56
      3.20	     -0.18	      0.54	      0.55	      0.54	      0.54
      3.21	     -0.18	      0.55	      0.55	      0.52	      0.52
      3.22	     -0.17	      0.55	      0.56	      0.49	      0.49
      3.23	     -0.17	      0.56	      0.56	      0.47	      0.47
      3.24	     -0.16	      0.56	      0.57	      0.45	      0.45
      3.25	     -0.15	      0.57	      0.57	      0.43	      0.43
      3.26	     -0.15	      0.57	      0.57	      0.40	      0.40
      3.27	     -0.14	      0.58	      0.58	      0.38	      0.38
      3.28	     -0.14	      0.58	      0.58	      0.36	      0.36
      3.29	     -0.13	      0.58	      0.58	      0.33	      0.33
      3.30	     -0.12	      0.59	      0.59	      0.31	      0.31
      3.31	     -0.12	      0.59	      0.59	      0.29	      0.29
      3.32	     -0.11	      0.59	      0.59	      0.26	      0.26
      3.33	     -0.11	      0.59	      0.60	      0.24	      0.24
      3.34	     -0.10	      0.60	      0.60	      0.22	      0.22
      3.35	     -0.10	      0.60	      0.60	      0.19	      0.19
      3.36	     -0.09	      0.60	      0.60	      0.17	      0.17
      3.37	     -0.08	      0.60	      0.60	      0.15	      0.15
      3.38	     -0.08	      0.60	      0.60	      0.12	      0.12
      3.39	     -0.07	      0.60	      0.60	      0.10	      0.10
      3.40	     -0.07	      0.61	      0.61	      0.08	      0.08
      3.41	     -0.06	      0.61	      0.61	      0.05	      0.05
      3.42	     -0.05	      0.61	      0.61	      0.03	      0.03
      3.43	     -0.05	      0.61	      0.61	      0.01	      0.01
      3.44	     -0.04	      0.61	      0.61	     -0.02	     -0.02
      3.45	     -0.03	      0.61	      0.61	     -0.04	     -0.04
      3.46	     -0.03	      0.61	      0.61	     -0.06	     -0.06
      3.47	     -0.02	      0.61	      0.60	     -0.09	     -0.09
      3.48	     -0.02	      0.60	      0.60	     -0.11	     -0.11
      3.49	     -0.01	      0.60	      0.60	     -0.13	     -0.13
      3.50	     -0.00	      0.60	      0.60	     -0.15	     -0.15
      3.51	      0.00	      0.60	      0.60	     -0.18	     -0.18
      3.52	      0.01	      0.60	      0.60	     -0.20	     -0.20
      3.53	      0.01	      0.60	      0.59	     -0.22	     -0.22
      3.54	      0.02	      0.59	      0.59	     -0.24	     -0.24
      3.55	      0.03	      0.59	      0.59	     -0.27	     -0.27
      3.56	      0.03	      0.59	      0.59	     -0.29	     -0.29
      3.57	      0.04	      0.59	      0.58	     -0.31	     -0.31
      3.58	      0.04	      0.58	      0.58	     -0.33	     -0.33
      3.59	      0.05	      0.58	      0.58	     -0.35	     -0.35
      3.60	      0.05	      0.58	      0.57	     -0.37	     -0.37
      3.61	      0.06	      0.57	      0.57	     -0.39	     -0.39
      3.62	      0.07	      0.57	      0.57	     -0.41	     -0.41
      3.63	      0.07	      0.56	      0.56	     -0.44	     -0.44
      3.64	      0.08	      0.56	      0.56	     -0.46	     -0.46
      3.65	      0.08	      0.55	      0.55	     -0.48	     -0.48
      3.66	      0.09	      0.55	      0.55	     -0.50	     -0.50
      3.67	      0.09	      0.54	      0.54	     -0.52	     -0.52
      3.68	      0.10	      0.54	      0.54	     -0.53	     -0.53
      3.69	      0.10	      0.53	      0.53	     -0.55	     -0.55
      3.70	      0.11	      0.53	      0.52	     -0.57	     -0.57
      3.71	      0.11	      0.52	      0.52	     -0.59	     -0.59
      3.72	      0.12	      0.52	      0.51	     -0.61	     -0.61
      3.73	      0.13	      0.51	      0.51	     -0.63	     -0.63
      3.74	      0.13	      0.50	      0.50	     -0.65	     -0.65
      3.75	      0.14	      0.50	      0.49	     -0.66	     -0.66
      3.76	      0.14	      0.49	      0.49	     -0.68	     -0.68
      3.77	      0.15	      0.48	      0.48	     -0.70	     -0.70
      3.78	      0.15	      0.48	      0.47	     -0.71	     -0.71
      3.79	      0.15	      0.47	      0.47	     -0.73	     -0.73
      3.80	      0.16	      0.46	      0.46	     -0.75	     -0.75
      3.81	      0.16	      0.45	      0.45	     -0.76	     -0.76
      3.82	      0.17	      0.45	      0.44	     -0.78	     -0.78
      3.83	      0.17	      0.44	      0.43	     -0.79	     -0.79
      3.84	      0.18	      0.43	      0.43	     -0.81	     -0.81
      3.85	      0.18	      0.42	      0.42	     -0.82	     -0.82
      3.86	      0.19	      0.41	      0.41	     -0.84	     -0.84
      3.87	      0.19	      0.41	      0.40	     -0.85	     -0.85
      3.88	      0.19	      0.40	      0.39	     -0.86	     -0.86
      3.89	      0.20	      0.39	      0.38	     -0.88	     -0.88
      3.90	      0.20	      0.38	      0.37	     -0.89	     -0.89
      3.91	      0.21	      0.37	      0.37	     -0.90	     -0.90
      3.92	      0.21	      0.36	      0.36	     -0.91	     -0.91
      3.93	      0.21	      0.35	      0.35	     -0.93	     -0.93
      3.94	      0.22	      0.34	      0.34	     -0.94	     -0.94
      3.95	      0.22	      0.33	      0.33	     -0.95	     -0.95
      3.96	      0.22	      0.32	      0.32	     -0.96	     -0.96
      3.97	      0.23	      0.31	      0.31	     -0.97	     -0.97
      3.98	      0.23	      0.30	      0.30	     -0.98	     -0.98
      3.99	      0.23	      0.29	      0.29	     -0.99	     -0.99
      4.00	      0.23	      0.28	      0.28	     -1.00	     -0.99
      4.01	      0.24	      0.27	      0.27	     -1.00	     -1.00
      4.02	      0.24	      0.26	      0.26	     -1.01	     -1.01
      4.03	      0.24	      0.25	      0.25	     -1.02	     -1.02
      4.04	      0.25	      0.24	      0.24	     -1.03	     -1.03
      4.05	      0.25	      0.23	      0.23	     -1.03	     -1.03
      4.06	      0.25	      0.22	      0.22	     -1.04	     -1.04
      4.07	      0.25	      0.21	      0.21	     -1.05	     -1.05
      4.08	      0.25	      0.20	      0.20	     -1.05	     -1.05
      4.09	      0.26	      0.19	      0.19	     -1.06	     -1.06
      4.10	      0.26	      0.18	      0.18	     -1.06	     -1.06
      4.11	      0.26	      0.17	      0.17	     -1.07	     -1.07
      4.12	      0.26	      0.16	      0.15	     -1.07	     -1.07
      4.13	      0.26	      0.15	      0.14	     -1.07	     -1.07
      4.14	      0.26	      0.14	      0.13	     -1.08	     -1.08
      4.15	      0.27	      0.13	      0.12	     -1.08	     -1.08
      4.16	      0.27	      0.12	      0.11	     -1.08	     -1.08
      4.17	      0.27	      0.11	      0.10	     -1.08	     -1.08
      4.18	      0.27	      0.10	      0.09	     -1.08	     -1.08
      4.19	      0.27	      0.08	      0.08	     -1.08	     -1.08
      4.20	      0.27	      0.07	      0.07	     -1.09	     -1.09
      4.21	      0.27	      0.06	      0.06	     -1.09	     -1.09
      4.22	      0.27	      0.05	      0.05	     -1.09	     -1.09
      4.23	      0.27	      0.04	      0.04	     -1.08	     -1.08
      4.24	      0.27	      0.03	      0.03	     -1.08	     -1.08
      4.25	      0.27	      0.02	      0.01	     -1.08	     -1.08
      4.26	      0.27	      0.01	      0.00	     -1.08	     -1.08
      4.27	      0.27	     -0.00	     -0.01	     -1.08	     -1.08
      4.28	      0.27	     -0.01	     -0.02	     -1.08	     -1.08
      4.29	      0.27	     -0.02	     -0.03	     -1.07	     -1.07
      4.30	      0.27	     -0.03	     -0.04	     -1.07	     -1.07
      4.31	      0.27	     -0.04	     -0.05	     -1.06	     -1.06
      4.32	      0.27	     -0.06	     -0.06	     -1.06	     -1.06
      4.33	      0.27	     -0.07	     -0.07	     -1.06	     -1.06
      4.34	      0.27	     -0.08	     -0.08	     -1.05	     -1.05
      4.35	      0.27	     -0.09	     -0.09	     -1.04	     -1.04
      4.36	      0.27	     -0.10	     -0.10	     -1.04	     -1.04
      4.37	      0.27	     -0.11	     -0.11	     -1.03	     -1.03
      4.38	      0.27	     -0.12	     -0.12	     -1.03	     -1.03
      4.39	      0.27	     -0.13	     -0.13	     -1.02	     -1.02
      4.40	      0.26	     -0.14	     -0.14	     -1.01	     -1.01
      4.41	      0.26	     -0.15	     -0.15	     -1.00	     -1.00
      4.42	      0.26	     -0.16	     -0.16	     -1.00	     -1.00
      4.43	      0.26	     -0.17	     -0.17	     -0.99	     -0.99
      4.44	      0.26	     -0.18	     -0.18	     -0.98	     -0.98
      4.45	      0.26	     -0.19	     -0.19	     -0.97	     -0.97
      4.46	      0.25	     -0.20	     -0.20	     -0.96	     -0.96
      4.47	      0.25	     -0.21	     -0.21	     -0.95	     -0.95
      4.48	      0.25	     -0.22	     -0.22	     -0.94	     -0.94
      4.49	      0.25	     -0.23	     -0.23	     -0.93	     -0.93
      4.50	      0.25	     -0.24	     -0.24	     -0.92	     -0.92
      4.51	      0.24	     -0.24	     -0.25	     -0.91	     -0.91
      4.52	      0.24	     -0.25	     -0.26	     -0.89	     -0.89
      4.53	      0.24	     -0.26	     -0.27	     -0.88	     -0.88
      4.54	      0.24	     -0.27	     -0.28	     -0.87	     -0.87
      4.55	      0.23	     -0.28	     -0.28	     -0.86	     -0.86
      4.56	      0.23	     -0.29	     -0.29	     -0.84	     -0.84
      4.57	      0.23	     -0.30	     -0.30	     -0.83	     -0.83
      4.58	      0.22	     -0.30	     -0.31	     -0.82	     -0.82
      4.59	      0.22	     -0.31	     -0.32	     -0.80	     -0.80
      4.60	      0.22	     -0.32	     -0.32	     -0.79	     -0.79
      4.61	      0.21	     -0.33	     -0.33	     -0.78	     -0.78
      4.62	      0.21	     -0.34	     -0.34	     -0.76	     -0.76
      4.63	      0.21	     -0.34	     -0.35	     -0.75	     -0.75
      4.64	      0.20	     -0.35	     -0.35	     -0.73	     -0.73
      4.65	      0.20	     -0.36	     -0.36	     -0.72	     -0.72
      4.66	      0.20	     -0.37	     -0.37	     -0.70	     -0.70
      4.67	      0.19	     -0.37	     -0.38	     -0.68	     -0.68
      4.68	      0.19	     -0.38	     -0.38	     -0.67	     -0.67
      4.69	      0.19	     -0.39	     -0.39	     -0.65	     -0.65
      4.70	      0.18	     -0.39	     -0.40	     -0.63	     -0.63
      4.71	      0.18	     -0.40	     -0.40	     -0.62	     -0.62
      4.72	      0.17	     -0.40	     -0.41	     -0.60	     -0.60
      4.73	      0.17	     -0.41	     -0.41	     -0.58	     -0.58
      4.74	      0.17	     -0.42	     -0.42	     -0.57	     -0.57
      4.75	      0.16	     -0.42	     -0.42	     -0.55	     -0.55
      4.76	      0.16	     -0.43	     -0.43	     -0.53	     -0.53
      4.77	      0.15	     -0.43	     -0.43	     -0.51	     -0.51
      4.78	      0.15	     -0.44	     -0.44	     -0.50	     -0.50
      4.79	      0.14	     -0.44	     -0.44	     -0.48	     -0.48
      4.80	      0.14	     -0.45	     -0.45	     -0.46	     -0.46
      4.81	      0.14	     -0.45	     -0.45	     -0.44	     -0.44
      4.82	      0.13	     -0.46	     -0.46	     -0.42	     -0.42
      4.83	      0.13	     -0.46	     -0.46	     -0.40	     -0.40
      4.84	      0.12	     -0.46	     -0.47	     -0.38	     -0.38
      4.85	      0.12	     -0.47	     -0.47	     -0.37	     -0.37
      4.86	      0.11	     -0.47	     -0.47	     -0.35	     -0.35
      4.87	      0.11	     -0.47	     -0.48	     -0.33	     -0.33
      4.88	      0.10	     -0.48	     -0.48	     -0.31	     -0.31
      4.89	      0.10	     -0.48	     -0.48	     -0.29	     -0.29
      4.90	      0.09	     -0.48	     -0.48	     -0.27	     -0.27
      4.91	      0.09	     -0.49	     -0.49	     -0.25	     -0.25
      4.92	      0.08	     -0.49	     -0.49	     -0.23	     -0.23
      4.93	      0.08	     -0.49	     -0.49	     -0.21	     -0.21
      4.94	      0.07	     -0.49	     -0.49	     -0.19	     -0.19
      4.95	      0.07	     -0.49	     -0.50	     -0.17	     -0.17
      4.96	      0.06	     -0.50	     -0.50	     -0.15	     -0.15
      4.97	      0.06	     -0.50	     -0.50	     -0.13	     -0.13
      4.98	      0.05	     -0.50	     -0.50	     -0.11	     -0.11
      4.99	      0.05	     -0.50	     -0.50	     -0.09	     -0.09
